thread_id,v_rel_smoothed,initial_chi,final_chi,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,pre_age_a,pre_age_b,chi_max,duration,theta,stability_bin,pre_E_total,post_E_total
0,0.000000,0.571429,0.571429,6.425067,0.000000,1057.888889,567.000000,35.770129,22.746120,17.885064,11.373060,700,330,0.571429,12.000000,0.000000,15.000000,0.745266,0.000000
0,0.000000,0.454545,0.454545,10.652559,0.000000,549.595556,686.000000,38.255109,24.198215,19.127555,12.099107,1080,250,0.454545,11.000000,0.000000,15.000000,0.878963,0.000000
0,0.000000,1.000000,1.000000,2.054084,2.328865,248.730000,336.000000,35.897731,26.248518,17.948866,13.124259,1340,10,1.000000,27.000000,0.000000,15.000000,0.727019,0.000000
0,0.000000,1.000000,1.000000,2.471349,3.863382,368.577806,600.000000,43.962995,27.181882,21.981497,13.590941,1560,10,1.000000,23.000000,0.000000,20.000000,0.888156,0.000000
0,0.000448,0.500000,1.000000,5.358840,11.988832,453.000000,1872.000000,25.173673,58.272238,12.586837,29.136119,960,10,1.000000,89.000000,0.000000,10.000000,0.536033,1.204142
0,-0.000019,0.571429,0.555556,2.684249,0.000000,415.250000,900.000000,36.182861,28.710155,18.091430,14.355078,270,10,0.625000,36.000000,0.000000,15.000000,0.733039,0.000000
0,-0.001232,0.500000,0.250000,15.100693,14.757765,2613.000000,731.250000,50.487936,31.584807,25.243968,15.792403,650,100,0.500000,65.000000,0.000000,25.000000,1.053397,0.000000
0,0.000000,0.750000,0.750000,3.070720,8.253736,751.250000,2347.062500,43.477733,33.588727,21.738867,16.794364,1520,10,0.750000,56.000000,0.000000,20.000000,0.876002,0.000000
0,0.000000,0.250000,0.250000,0.190415,0.101763,39.444444,32.000000,30.286767,33.672343,15.143384,16.836172,60,40,0.250000,51.000000,0.000000,15.000000,0.606211,0.000000
0,-0.000034,0.800000,0.615385,48.469180,4.747412,3428.000000,1300.000000,29.980310,37.549729,14.990155,18.774864,1630,30,0.857143,50.000000,0.000000,10.000000,1.127625,0.000000
0,0.001323,0.600000,0.500000,15.750261,0.000000,664.000000,160.000000,52.399785,31.714829,26.199892,15.857415,850,10,0.600000,75.000000,0.000000,25.000000,1.254721,0.000000
0,-0.000003,0.333333,0.588235,2.993227,0.000000,756.250000,692.000000,50.265759,61.318725,25.132879,30.659362,1540,10,0.625000,91.000000,0.000000,25.000000,1.011441,1.226374
0,-0.000304,0.312500,0.153846,102.512777,5.302541,27751.735537,1875.000000,70.032973,33.564061,35.016487,16.782030,2240,710,0.312500,58.000000,0.000000,35.000000,1.591329,0.000000
0,0.000000,0.500000,0.500000,38.822827,0.157106,11519.000000,64.000000,59.149280,35.775211,29.574640,17.887605,2580,320,0.500000,24.000000,0.000000,25.000000,1.248411,0.000000
0,0.000000,0.400000,0.400000,21.771970,1.307063,6562.000000,500.000000,60.872520,31.839588,30.436260,15.919794,2700,2700,0.400000,12.000000,0.000000,30.000000,1.253586,0.000000
0,0.000591,0.250000,0.750000,28.838305,0.000000,603.000000,873.500000,58.853972,52.822073,29.426986,26.411037,1050,320,0.750000,68.000000,0.000000,25.000000,1.895194,1.056441
0,0.000000,0.500000,0.500000,5.783572,1.672289,147.000000,700.000000,51.675500,35.581532,25.837750,17.790766,1730,1720,0.500000,82.000000,0.000000,25.000000,1.245762,0.000000
0,-0.000025,0.250000,0.200000,12.421090,9.130782,5761.000000,4840.000000,69.327285,36.344581,34.663642,18.172291,2880,1710,0.250000,60.000000,0.000000,30.000000,1.399940,0.000000
