thread_id,v_rel_smoothed,initial_chi,final_chi,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,pre_age_a,pre_age_b,chi_max,duration,theta,stability_bin,pre_E_total,post_E_total
0,0.000000,1.000000,1.000000,0.000000,0.230585,7412.000000,300.000000,0.000000,33.333333,0.000000,16.666667,10,10,1.000000,1000.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.545455,0.545455,4.803768,0.000000,7454.000000,0.000000,18.675743,0.000000,9.337872,0.000000,20,10,0.545455,1000.000000,0.000000,5.000000,0.375518,0.000000
0,0.000000,0.833333,0.833333,0.052375,0.000000,522.250000,0.000000,50.897819,0.000000,25.448909,0.000000,30,10,0.833333,1000.000000,0.000000,25.000000,1.018042,0.000000
0,0.000000,0.125000,0.125000,2.808361,0.000000,2869.500000,0.000000,60.502421,0.000000,30.251211,0.000000,50,20,0.125000,1000.000000,0.000000,30.000000,1.211453,0.000000
0,0.000000,0.100000,0.100000,3.654465,0.351889,6105.500000,700.000000,60.527918,39.018740,30.263959,19.509370,50,50,0.100000,1000.000000,0.000000,30.000000,1.211969,0.000000
0,0.000000,0.125000,0.125000,2.808361,0.000000,2869.500000,0.000000,60.502421,0.000000,30.251211,0.000000,50,20,0.125000,1000.000000,0.000000,30.000000,1.211453,0.000000
0,0.000000,0.100000,0.100000,3.654465,0.351889,6105.500000,700.000000,60.527918,39.018740,30.263959,19.509370,50,50,0.100000,1000.000000,0.000000,30.000000,1.211969,0.000000
0,0.000000,0.285714,0.285714,0.040477,0.384563,87.500000,700.000000,33.011271,34.399064,16.505636,17.199532,50,10,0.285714,1000.000000,0.000000,15.000000,0.660240,0.000000
0,0.000000,0.250000,0.250000,0.040477,0.000000,70.138889,0.000000,49.250586,0.000000,24.625293,0.000000,50,10,0.250000,1000.000000,0.000000,20.000000,0.985026,0.000000
0,0.000909,0.500000,0.545455,1.014791,0.034614,3359.000000,800.000000,25.101551,34.931726,12.550776,17.465863,50,10,0.545455,1100.000000,0.000000,10.000000,0.502186,0.000000
0,0.000000,0.153846,0.153846,0.756821,0.034614,4479.080000,800.000000,64.237564,34.931726,32.118782,17.465863,60,60,0.153846,1000.000000,0.000000,30.000000,1.284823,0.000000
0,0.000000,0.333333,0.333333,0.003815,0.000000,396.160000,0.000000,40.651711,0.000000,20.325855,0.000000,70,10,0.333333,1000.000000,0.000000,20.000000,0.813034,0.000000
0,0.001429,0.500000,0.571429,5.763282,0.000000,3597.888889,0.000000,41.187547,0.000000,20.593773,0.000000,30,10,0.571429,1100.000000,0.000000,20.000000,0.828385,0.000000
0,0.000000,0.333333,0.333333,0.003815,0.000000,396.160000,0.000000,40.651711,0.000000,20.325855,0.000000,70,10,0.333333,1000.000000,0.000000,20.000000,0.813034,0.000000
0,0.001045,0.625000,0.583333,1.502061,2.549598,2155.000000,9000.000000,41.707361,45.000000,20.853680,22.500000,40,30,0.774194,1400.000000,0.000000,20.000000,0.834671,0.000000
0,0.001045,0.625000,0.583333,1.502061,2.549598,2155.000000,9000.000000,41.707361,45.000000,20.853680,22.500000,40,30,0.774194,1400.000000,0.000000,20.000000,0.834671,0.000000
0,0.007827,0.125000,0.583333,0.048547,2.549598,318.997732,9000.000000,30.311260,45.000000,15.155630,22.500000,40,10,0.583333,1300.000000,0.000000,15.000000,0.606229,0.000000
0,0.000000,1.000000,1.000000,0.245627,0.000000,600.000000,0.000000,49.092411,0.000000,24.546206,0.000000,20,20,1.000000,1500.000000,0.000000,20.000000,0.981904,0.000000
0,-0.000635,0.142857,0.111111,5.763282,0.264869,3615.250000,800.000000,24.948232,34.610300,12.474116,17.305150,30,10,0.142857,1100.000000,0.000000,10.000000,0.503598,0.000000
0,0.007827,0.125000,0.583333,0.048547,2.549598,318.997732,9000.000000,30.311260,45.000000,15.155630,22.500000,40,10,0.583333,1300.000000,0.000000,15.000000,0.606229,0.000000
0,-0.000952,0.500000,0.428571,0.066469,0.175212,622.612883,303.750000,38.554641,42.454621,19.277321,21.227310,30,10,0.500000,1200.000000,0.000000,15.000000,0.771097,0.000000
0,-0.002909,0.555556,0.428571,0.766309,0.000000,2083.437500,0.000000,57.143523,0.000000,28.571762,0.000000,50,40,0.615385,1300.000000,0.000000,25.000000,1.143011,0.000000
0,0.000000,0.058824,0.058824,0.282154,0.021654,243.699169,64.000000,54.459082,50.000000,27.229541,25.000000,70,30,0.058824,1000.000000,0.000000,25.000000,1.089346,0.000000
0,-0.002362,0.533333,0.428571,0.106946,0.000000,625.781250,0.000000,64.832278,0.000000,32.416139,0.000000,50,30,0.600000,1200.000000,0.000000,30.000000,1.296664,0.000000
0,-0.001786,0.714286,0.625000,0.308571,0.000000,3222.000000,0.000000,45.177422,0.000000,22.588711,0.000000,40,10,0.714286,1100.000000,0.000000,20.000000,0.903566,0.000000
0,-0.000762,0.333333,0.285714,0.171608,1.108148,324.777778,6845.000000,65.807273,37.500000,32.903636,18.750000,40,30,0.333333,1200.000000,0.000000,30.000000,1.316191,0.000000
0,-0.000031,0.028571,0.027027,0.126274,1.108148,824.955017,6845.000000,77.121063,37.500000,38.560531,18.750000,90,50,0.028571,1100.000000,0.000000,35.000000,1.542440,0.000000
0,0.000000,1.000000,1.000000,0.027791,1.129410,88.684747,7894.356401,57.268784,75.120571,28.634392,37.560285,100,10,1.000000,1000.000000,0.000000,25.000000,1.145381,1.502501
0,0.000000,0.200000,0.200000,0.027791,1.239091,138.795858,7345.000000,75.631847,87.500000,37.815923,43.750000,100,10,0.200000,1000.000000,0.000000,35.000000,1.512642,1.750107
0,0.000000,0.375000,0.375000,0.027791,1.144607,110.351414,6873.000000,48.487090,87.500000,24.243545,43.750000,100,10,0.375000,1000.000000,0.000000,20.000000,0.969747,1.750113
0,0.000000,0.090909,0.090909,2.481558,0.021262,3189.111111,1049.356401,42.955793,37.620571,21.477897,18.810285,20,10,0.090909,1000.000000,0.000000,20.000000,0.860086,0.000000
0,0.008500,0.125000,0.550000,0.076929,1.108148,202.177240,6845.000000,51.909152,37.500000,25.954576,18.750000,50,10,0.550000,1100.000000,0.000000,25.000000,1.038200,0.000000
0,0.000000,0.391304,0.391304,0.111689,1.239091,162.675858,7345.000000,81.064189,87.500000,40.532095,43.750000,100,50,0.391304,1000.000000,0.000000,40.000000,1.621329,1.750107
0,0.000000,0.454545,0.454545,0.006110,0.057720,46.288889,1077.356401,50.373372,87.620571,25.186686,43.810285,40,10,0.454545,1000.000000,0.000000,25.000000,1.007468,1.752435
0,0.001652,0.470588,0.550000,0.092863,1.108148,502.257778,6845.000000,48.046618,37.500000,24.023309,18.750000,80,10,0.550000,1200.000000,0.000000,20.000000,0.960957,0.000000
0,-0.000762,0.333333,0.285714,0.171608,1.108148,324.777778,6845.000000,65.807273,37.500000,32.903636,18.750000,80,30,0.333333,1200.000000,0.000000,30.000000,1.316191,0.000000
0,-0.002332,0.615385,0.461538,0.162601,0.000000,794.531250,0.000000,68.540098,0.000000,34.270049,0.000000,60,30,0.615385,1300.000000,0.000000,30.000000,1.370826,0.000000
0,0.000000,1.000000,1.000000,0.027791,1.129410,88.684747,7894.356401,57.268784,75.120571,28.634392,37.560285,60,10,1.000000,1000.000000,0.000000,25.000000,1.145381,1.502501
0,0.000000,0.090909,0.090909,0.523150,0.021262,3189.111111,1049.356401,42.955793,37.620571,21.477897,18.810285,30,10,0.090909,1000.000000,0.000000,20.000000,0.859159,0.000000
0,0.000000,0.125000,0.125000,0.253205,0.007929,951.722222,25.312500,73.630778,41.949365,36.815389,20.974683,80,20,0.125000,1100.000000,0.000000,35.000000,1.472650,0.000000
0,-0.000286,0.142857,0.125000,0.092863,1.116078,193.777778,6870.312500,71.455617,79.449365,35.727808,39.724683,80,10,0.142857,1200.000000,0.000000,35.000000,1.429137,1.589078
0,-0.000031,0.028571,0.027027,0.126274,1.108148,824.955017,6845.000000,77.121063,37.500000,38.560531,18.750000,50,50,0.028571,1100.000000,0.000000,35.000000,1.542440,0.000000
0,0.000000,0.200000,0.200000,0.027791,1.239091,138.795858,7345.000000,75.631847,87.500000,37.815923,43.750000,60,10,0.200000,1000.000000,0.000000,35.000000,1.512642,1.750107
0,0.001652,0.470588,0.550000,0.092863,1.108148,502.257778,6845.000000,48.046618,37.500000,24.023309,18.750000,40,10,0.550000,1200.000000,0.000000,20.000000,0.960957,0.000000
0,-0.001417,0.133333,0.062500,0.051570,0.272675,682.000000,900.000000,63.407200,39.616297,31.703600,19.808149,50,30,0.133333,1100.000000,0.000000,30.000000,1.268146,0.000000
0,-0.002432,0.222222,0.086957,0.330223,0.130943,812.583333,500.000000,63.143835,50.000000,31.571917,25.000000,40,30,0.222222,1200.000000,0.000000,30.000000,1.262944,0.000000
0,0.000000,0.095238,0.095238,0.075206,0.000000,703.240000,0.000000,69.960690,0.000000,34.980345,0.000000,50,40,0.095238,1100.000000,0.000000,30.000000,1.399222,0.000000
0,0.000000,0.560000,0.560000,0.033900,1.144607,107.195858,6873.000000,87.549032,87.500000,43.774516,43.750000,100,40,0.560000,1000.000000,0.000000,40.000000,1.750986,1.750113
0,0.000366,0.076923,0.095238,3.342894,0.130943,5345.240000,500.000000,60.080473,50.000000,30.040237,25.000000,40,40,0.095238,1100.000000,0.000000,30.000000,1.202655,0.000000
0,0.001500,0.125000,0.200000,0.116455,0.042893,493.375000,345.884444,43.703914,47.368421,21.851957,23.684211,30,10,0.200000,1100.000000,0.000000,20.000000,0.874093,0.000000
0,0.000000,0.050000,0.050000,2.487668,0.036458,3207.622222,28.000000,73.236042,50.000000,36.618021,25.000000,40,20,0.050000,1000.000000,0.000000,35.000000,1.465691,0.000000
0,0.000000,0.375000,0.375000,0.027791,1.144607,110.351414,6873.000000,48.487090,87.500000,24.243545,43.750000,60,10,0.375000,1000.000000,0.000000,20.000000,0.969747,1.750113
0,-0.001115,0.529412,0.473684,0.374594,0.018840,1052.051020,64.000000,60.005594,50.000000,30.002797,25.000000,80,30,0.529412,1100.000000,0.000000,30.000000,1.200215,0.000000
0,0.000000,0.391304,0.391304,0.111689,1.239091,162.675858,7345.000000,81.064189,87.500000,40.532095,43.750000,60,50,0.391304,1000.000000,0.000000,40.000000,1.621329,1.750107
0,0.000000,0.347826,0.347826,0.090008,0.167401,120.280000,528.000000,74.168777,100.000000,37.084388,50.000000,50,40,0.347826,1000.000000,0.000000,35.000000,1.483416,2.000041
0,-0.000286,0.142857,0.125000,0.092863,1.116078,193.777778,6870.312500,71.455617,79.449365,35.727808,39.724683,40,10,0.142857,1200.000000,0.000000,35.000000,1.429137,1.589078
