thread_id,v_rel_smoothed,initial_chi,final_chi,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,pre_age_a,pre_age_b,chi_max,duration,theta,stability_bin,pre_E_total,post_E_total
0,0.000000,0.500000,0.500000,25.689495,0.000000,2052.000000,480.000000,41.564055,52.480301,20.782027,26.240150,430,390,0.500000,17.000000,0.000000,20.000000,0.992328,1.049606
0,-0.000445,0.285714,0.380952,107.142540,0.000000,3686.000000,1100.000000,20.647333,50.579882,10.323666,25.289941,170,160,0.700000,40.000000,0.000000,10.000000,2.426710,1.011598
0,0.000000,0.800000,0.800000,1.741849,0.000000,159.062500,1484.000000,41.665987,61.652380,20.832994,30.826190,730,270,0.800000,18.000000,0.000000,20.000000,0.843904,1.233048
0,-0.000450,0.461538,0.200000,110.788082,9.958272,10308.000000,1366.897959,50.704118,26.606408,25.352059,13.303204,1000,970,0.461538,31.000000,0.000000,25.000000,1.820451,0.000000
0,-0.000450,0.461538,0.200000,110.788082,9.958272,10308.000000,1366.897959,50.704118,26.606408,25.352059,13.303204,970,500,0.461538,31.000000,0.000000,25.000000,1.820451,0.000000
0,0.000003,0.666667,1.000000,19.837763,0.000000,241.250000,0.000000,25.709291,0.000000,12.854645,0.000000,520,20,1.000000,79.000000,0.000000,10.000000,1.470097,0.000000
0,0.000000,1.000000,1.000000,7.554659,68.322895,1005.801020,9032.640000,29.142866,26.262037,14.571433,13.131019,1210,10,1.000000,27.000000,0.000000,10.000000,0.612139,0.000000
0,-0.001070,0.500000,0.333333,44.275374,22.469291,6535.480000,338.000000,26.513243,16.013319,13.256622,8.006660,1410,10,0.500000,26.000000,0.000000,10.000000,0.680861,0.000000
0,0.000344,0.500000,0.750000,1.334917,0.000000,283.000000,407.680000,38.920872,32.293050,19.460436,16.146525,1430,10,0.750000,62.000000,0.000000,15.000000,0.781898,0.000000
0,0.000000,0.375000,0.375000,1.513511,0.000000,57.500000,0.000000,53.394232,0.000000,26.697116,0.000000,620,410,0.375000,22.000000,0.000000,25.000000,1.112597,0.000000
0,0.000023,0.625000,0.700000,8.540923,0.000000,603.222222,407.680000,37.989249,32.485724,18.994625,16.242862,1360,150,0.700000,70.000000,0.000000,15.000000,1.268837,0.000000
0,0.000000,0.166667,0.166667,3.020009,0.000000,400.000000,0.000000,62.171642,0.000000,31.085821,0.000000,470,160,0.166667,13.000000,0.000000,30.000000,1.277333,0.000000
0,-0.000060,0.800000,0.666667,3.266995,0.000000,214.000000,52.937500,66.254077,48.882967,33.127039,24.441484,420,10,0.800000,28.000000,0.000000,30.000000,1.360659,0.000000
0,-0.000060,0.800000,0.666667,3.266995,0.000000,214.000000,52.937500,66.254077,48.882967,33.127039,24.441484,360,10,0.800000,28.000000,0.000000,30.000000,1.360659,0.000000
0,0.000000,0.272727,0.272727,93.543535,2.376039,1507.500000,137.984694,75.686691,86.931603,37.843346,43.465801,610,90,0.272727,26.000000,0.000000,35.000000,4.507671,1.790338
0,0.000000,0.272727,0.272727,1.728984,2.376039,260.937500,137.984694,75.015574,86.931603,37.507787,43.465801,2140,470,0.272727,34.000000,0.000000,35.000000,1.509379,1.790338
0,0.000000,0.272727,0.272727,93.543535,2.376039,1507.500000,137.984694,75.686691,86.931603,37.843346,43.465801,550,90,0.272727,26.000000,0.000000,35.000000,4.507671,1.790338
0,0.000000,0.272727,0.272727,1.728984,2.376039,260.937500,137.984694,75.015574,86.931603,37.507787,43.465801,2140,530,0.272727,34.000000,0.000000,35.000000,1.509379,1.790338
0,0.000000,0.250000,0.250000,300.334100,3.986631,65556.000000,61.250000,53.732834,28.082251,26.866417,14.041125,1600,10,0.250000,15.000000,0.000000,25.000000,1.762832,0.000000
0,0.000000,0.500000,0.500000,0.209707,0.000000,72.937500,36.734694,74.115779,44.713121,37.057889,22.356561,760,10,0.500000,15.000000,0.000000,35.000000,1.482731,0.000000
0,0.000000,0.500000,0.500000,0.209707,0.000000,72.937500,36.734694,74.115779,44.713121,37.057889,22.356561,700,10,0.500000,15.000000,0.000000,35.000000,1.482731,0.000000
0,0.000000,0.666667,0.666667,1.747168,2.329284,502.000000,700.000000,62.843190,44.032436,31.421595,22.016218,310,10,0.666667,21.000000,0.000000,30.000000,1.260004,0.000000
0,0.000000,0.666667,0.666667,1.747168,2.329284,502.000000,700.000000,62.843190,44.032436,31.421595,22.016218,930,10,0.666667,21.000000,0.000000,30.000000,1.260004,0.000000
0,0.000000,1.000000,1.000000,0.847319,0.000000,244.000000,0.000000,43.833865,0.000000,21.916932,0.000000,2140,10,1.000000,58.000000,0.000000,20.000000,0.878403,0.000000
0,0.000000,1.000000,1.000000,11.962687,8.774388,325.250000,2401.000000,79.694383,34.163328,39.847191,17.081664,260,10,1.000000,33.000000,0.000000,35.000000,2.300583,0.000000
0,0.000000,1.000000,1.000000,11.962687,8.774388,325.250000,2401.000000,79.694383,34.163328,39.847191,17.081664,2390,10,1.000000,33.000000,0.000000,35.000000,2.300583,0.000000
0,-0.000117,0.600000,0.545455,0.088250,0.000000,47.527778,117.551020,68.826724,45.059033,34.413362,22.529516,840,10,0.600000,41.000000,0.000000,30.000000,1.376700,0.000000
0,-0.001371,0.857143,0.750000,0.057157,0.000000,31.360000,27.222222,42.846946,26.719162,21.423473,13.359581,220,10,0.857143,20.000000,0.000000,20.000000,0.857045,0.000000
0,0.000142,0.100000,0.444444,71.093053,0.000000,16408.000000,199.111111,50.057061,30.065154,25.028531,15.032577,1680,10,0.444444,41.000000,0.000000,25.000000,1.155384,0.000000
0,-0.000117,0.600000,0.545455,0.088250,0.000000,47.527778,117.551020,68.826724,45.059033,34.413362,22.529516,780,10,0.600000,41.000000,0.000000,30.000000,1.376700,0.000000
0,-0.000919,0.538462,0.466667,0.322215,0.568139,113.527778,158.840000,71.586272,25.900448,35.793136,12.950224,1260,10,0.538462,19.000000,0.000000,35.000000,1.432302,0.000000
