thread_id,v_rel_smoothed,initial_chi,final_chi,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,pre_age_a,pre_age_b,chi_max,duration,theta,stability_bin,pre_E_total,post_E_total
0,0.000249,0.833333,0.947368,13.070662,387.023015,1610.333333,39415.000000,26.962110,41.096084,13.481055,20.548042,330,140,0.947368,31.000000,0.000000,10.000000,0.599775,2.723024
0,0.000000,1.000000,1.000000,5.447316,0.000000,318.222222,1000.000000,69.470605,21.541480,34.735302,10.770740,80,10,1.000000,10.000000,0.000000,30.000000,1.492444,0.000000
0,0.001092,0.833333,1.000000,2.242273,0.000000,207.222222,0.000000,54.765057,0.000000,27.382529,0.000000,150,10,1.000000,17.000000,0.000000,25.000000,1.187648,0.000000
0,0.000000,1.000000,1.000000,5.228697,0.000000,296.000000,0.000000,36.819193,0.000000,18.409597,0.000000,920,10,1.000000,31.000000,0.000000,15.000000,0.806127,0.000000
0,0.000000,1.000000,1.000000,5.447316,0.000000,318.222222,1000.000000,69.470605,21.541480,34.735302,10.770740,220,10,1.000000,10.000000,0.000000,30.000000,1.492444,0.000000
0,0.001092,0.833333,1.000000,2.242273,0.000000,207.222222,0.000000,54.765057,0.000000,27.382529,0.000000,1060,10,1.000000,17.000000,0.000000,25.000000,1.187648,0.000000
0,0.000000,1.000000,1.000000,5.447316,0.000000,318.222222,1000.000000,69.470605,21.541480,34.735302,10.770740,1130,10,1.000000,10.000000,0.000000,30.000000,1.492444,0.000000
0,-0.000046,0.142857,0.090909,15.514654,61.624948,513.472222,3237.222222,50.597078,57.306862,25.298539,28.653431,1750,1150,0.142857,32.000000,0.000000,25.000000,1.269673,1.773921
0,0.000000,0.250000,0.250000,11.150521,0.000000,2068.666667,532.666667,37.449332,52.366961,18.724666,26.183480,1380,10,0.250000,36.000000,0.000000,15.000000,0.779436,1.047339
0,-0.000433,0.500000,0.333333,2.150886,0.180542,468.222222,42.666667,40.463518,25.168314,20.231759,12.584157,1250,10,0.500000,45.000000,0.000000,20.000000,0.814513,0.000000
0,-0.002508,0.708333,0.526316,7.245453,6.411665,441.666667,344.960000,50.662695,25.103447,25.331347,12.551723,1480,1060,0.708333,22.000000,0.000000,25.000000,1.078087,0.000000
0,-0.000103,0.076923,0.062500,8.383577,1.307313,684.444444,280.333333,61.512182,32.764140,30.756091,16.382070,2120,1520,0.076923,18.000000,0.000000,30.000000,1.309314,0.000000
0,0.000080,0.333333,0.285714,22.473269,2.280757,845.000000,490.000000,52.934150,33.644337,26.467075,16.822169,830,700,0.400000,100.000000,0.000000,25.000000,1.430605,0.000000
0,0.000000,1.000000,1.000000,6723.636364,0.000000,55470.000000,0.000000,54.311823,0.000000,27.155911,0.000000,420,230,1.000000,118.000000,0.000000,25.000000,526.583680,0.000000
0,-0.000556,0.250000,0.222222,1.864465,0.000000,327.459184,400.000000,84.745382,18.585632,42.372691,9.292816,2360,1430,0.250000,17.000000,0.000000,40.000000,1.700591,0.000000
0,-0.000556,0.250000,0.222222,1.864465,0.000000,327.459184,400.000000,84.745382,18.585632,42.372691,9.292816,2360,1240,0.250000,17.000000,0.000000,40.000000,1.700591,0.000000
0,-0.000242,0.181818,0.166667,4.147586,4.776783,939.160000,456.888889,55.226520,46.897937,27.613260,23.448968,2420,10,0.181818,12.000000,0.000000,25.000000,1.114347,1.001753
0,-0.000065,0.181818,0.470588,72.326607,7.717411,3663.081633,1500.000000,47.594721,46.924197,23.797361,23.462098,1810,790,0.533333,73.000000,0.000000,20.000000,1.670967,0.958379
0,-0.000224,0.090909,0.076923,112.270662,5.668880,2594.960000,1136.734694,49.997447,56.296196,24.998724,28.148098,1310,490,0.090909,21.000000,0.000000,20.000000,3.713517,1.140063
0,-0.000061,0.045455,0.066667,5.463746,10.194889,877.666667,2200.000000,54.283894,62.424161,27.141947,31.212081,1610,1060,0.111111,46.000000,0.000000,25.000000,1.105680,1.272254
0,-0.000046,0.857143,0.400000,15.391389,6.908439,280.373333,1500.000000,46.472829,53.741947,23.236415,26.870974,1690,1220,0.857143,85.000000,0.000000,20.000000,1.363289,1.090985
0,-0.000778,0.125000,0.230769,3.803332,2.382430,374.888889,436.734694,50.269329,47.613982,25.134664,23.806991,2070,230,0.333333,47.000000,0.000000,25.000000,1.164347,0.958794
0,-0.000393,0.500000,0.500000,30.600179,0.000000,326.000000,134.750000,47.595745,32.404298,23.797872,16.202149,2560,150,0.571429,42.000000,0.000000,20.000000,2.817876,0.000000
0,-0.000420,0.333333,0.250000,30.355340,0.000000,273.125000,52.900000,51.373570,33.815927,25.686785,16.907964,2560,720,0.333333,42.000000,0.000000,25.000000,2.892866,0.000000
0,0.000000,0.166667,0.166667,1.443710,0.000000,414.230769,320.000000,66.246596,36.626183,33.123298,18.313092,1370,1300,0.166667,16.000000,0.000000,30.000000,1.327481,0.000000
0,-0.000372,0.285714,0.157895,9.300097,0.000000,952.939394,11938.250000,65.631743,33.533334,32.815872,16.766667,1990,1170,0.318182,36.000000,0.000000,30.000000,1.366140,0.000000
0,-0.000452,0.250000,0.052632,8.028120,0.000000,988.135802,20942.000000,67.438655,64.528073,33.719328,32.264036,1990,600,0.250000,36.000000,0.000000,30.000000,1.382254,1.290561
0,-0.001544,1.000000,0.892857,0.444460,0.000000,99.000000,9003.750000,47.608771,30.994739,23.804385,15.497369,580,10,1.000000,95.000000,0.000000,20.000000,0.954919,0.000000
